timestamp,anchor,mac,rssi,name,distance_m,obstacle,obstacle_type
2727997,ANCHOR_01,52:06:26:03:01:DA,-78,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2730007,ANCHOR_01,52:06:26:03:01:DA,-73,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2731027,ANCHOR_01,52:06:26:03:01:DA,-76,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2732017,ANCHOR_01,52:06:26:03:01:DA,-75,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2733037,ANCHOR_01,52:06:26:03:01:DA,-78,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2734027,ANCHOR_01,52:06:26:03:01:DA,-79,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2736037,ANCHOR_01,52:06:26:03:01:DA,-73,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2738047,ANCHOR_01,52:06:26:03:01:DA,-74,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2739067,ANCHOR_01,52:06:26:03:01:DA,-83,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2740057,ANCHOR_01,52:06:26:03:01:DA,-81,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2741047,ANCHOR_01,52:06:26:03:01:DA,-80,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2742067,ANCHOR_01,52:06:26:03:01:DA,-73,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2743057,ANCHOR_01,52:06:26:03:01:DA,-72,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2744077,ANCHOR_01,52:06:26:03:01:DA,-76,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2745067,ANCHOR_01,52:06:26:03:01:DA,-76,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2746087,ANCHOR_01,52:06:26:03:01:DA,-80,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2748097,ANCHOR_01,52:06:26:03:01:DA,-73,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2749087,ANCHOR_01,52:06:26:03:01:DA,-73,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2750107,ANCHOR_01,52:06:26:03:01:DA,-76,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
2751097,ANCHOR_01,52:06:26:03:01:DA,-76,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,2.0,No,None
