window_start,anchor_id,packet_count,packet_loss_rate,scan_duration_ms,rssi_mean,rssi_median,rssi_min,rssi_max,rssi_std,rssi_variance,rssi_range,rssi_p05,rssi_p10,rssi_p25,rssi_p75,rssi_p90,rssi_p95,rssi_iqr,rssi_p90_10_range,rssi_mad,rssi_snr,rssi_skewness,rssi_kurtosis,rssi_delta_mean,rssi_delta_std,rssi_delta_max,observed_adv_interval,adv_interval_std,path_loss_free_space,path_loss_indoor,rssi_mean_to_std_ratio,rssi_median_mean_diff,rssi_slope,rssi_trend_strength,rssi_ema_diff,rssi_first_half_mean,rssi_second_half_mean,rssi_half_diff,rssi_autocorrelation,rssi_energy,rssi_bin_neg100_90,rssi_bin_neg90_80,rssi_bin_neg80_70,rssi_bin_neg70_60,rssi_bin_neg60_50,rssi_bin_neg50_30,rssi_mean_delta,rssi_mean_slope_3w,rssi_mean_slope_5w,rssi_rolling_mean_3w,rssi_rolling_std_3w,rssi_rolling_mean_5w,rssi_rolling_std_5w,rssi_ema_cross_window,rssi_velocity,rssi_acceleration,signal_stability_index,rssi_rolling_mean_10w,rssi_rolling_std_10w,rssi_motion_direction,rssi_snr_rolling_5w,distance_m,height_m,obstacle,obstacle_type,motion,session_id
51897,ANCHOR_01,1,0.98,0.0,-75.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6234,3.1623,-75.0,0.0,0.0,0.0,0.0,-75.0,-75.0,0.0,0.0,5625.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,5.5,5.0,-83.3333,7.3711,-88.6,8.9051,-84.4955,7.0,10.0,0.2,-86.9,8.3593,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
52897,ANCHOR_01,1,0.98,0.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.7978,-91.0,0.0,0.0,0.0,0.0,-91.0,-91.0,0.0,0.0,8281.0,1.0,0.0,0.0,0.0,0.0,0.0,-16.0,-1.0,2.3,-85.0,8.7178,-87.6,8.1117,-86.4469,-16.0,-23.0,0.2,-86.9,8.3593,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
53897,ANCHOR_01,1,0.98,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,-90.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,0.0,8100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.5,-1.0,-85.3333,8.9629,-86.2,6.5345,-87.5128,1.0,17.0,0.2,-86.7,8.2469,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
54897,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,-0.7,-88.6667,3.2146,-86.0,6.5574,-86.759,5.0,4.0,0.2,-86.1,8.1165,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
55897,ANCHOR_01,1,0.98,0.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489,6.3096,-84.0,0.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,7056.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.2,-86.3333,3.2146,-85.0,6.364,-85.9313,1.0,-4.0,0.4,-86.9,7.3704,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
56897,ANCHOR_01,1,0.98,0.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9433,3.9811,-78.0,0.0,0.0,0.0,0.0,-78.0,-78.0,0.0,0.0,6084.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.5,3.2,-82.3333,3.7859,-85.6,5.2249,-83.5519,6.0,5.0,0.4,-87.1,7.0624,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
57897,ANCHOR_01,1,0.98,0.0,-79.0,-79.0,-79.0,-79.0,0.0,0.0,0.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9125,4.2987,-79.0,0.0,0.0,0.0,0.0,-79.0,-79.0,0.0,0.0,6241.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.5,2.9,-80.3333,3.2146,-83.2,4.8683,-82.1863,-1.0,-7.0,0.6,-85.4,6.7198,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
58897,ANCHOR_01,1,0.98,0.0,-88.0,-88.0,-88.0,-88.0,0.0,0.0,0.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.577,-88.0,0.0,0.0,0.0,0.0,-88.0,-88.0,0.0,0.0,7744.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,-5.0,-0.1,-81.6667,5.5076,-82.8,4.2071,-83.9304,-9.0,-8.0,0.4,-84.5,5.4823,0.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
59897,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.0,-1.6,-84.6667,4.9329,-83.2,4.5497,-84.8513,1.0,10.0,0.6,-84.6,5.5217,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
60897,ANCHOR_01,1,0.98,0.0,-89.0,-89.0,-89.0,-89.0,0.0,0.0,0.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.2612,-89.0,0.0,0.0,0.0,0.0,-89.0,-89.0,0.0,0.0,7921.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,-0.5,-3.0,-88.0,1.0,-84.2,5.2631,-86.0959,-2.0,-3.0,0.4,-84.6,5.5217,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
61897,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,-1.5,-87.3333,1.5275,-85.8,3.9623,-86.0671,3.0,5.0,0.4,-85.7,4.3729,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
62897,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,6.5,2.5,-83.6667,6.8069,-85.2,5.2631,-83.047,10.0,7.0,0.2,-84.2,4.8944,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
63897,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4.5,3.3,-79.6667,5.5076,-83.0,6.0415,-81.2329,-1.0,-11.0,0.4,-82.9,4.9092,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
64897,ANCHOR_01,1,0.98,0.0,-97.0,-97.0,-97.0,-97.0,0.0,0.0,0.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.1133,-97.0,0.0,0.0,0.0,0.0,-97.0,-97.0,0.0,0.0,9409.0,1.0,0.0,0.0,0.0,0.0,0.0,-20.0,-10.5,-0.7,-83.3333,11.8462,-85.0,8.7464,-85.963,-20.0,-19.0,0.2,-84.1,6.6408,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
65897,ANCHOR_01,1,0.98,0.0,-95.0,-95.0,-95.0,-95.0,0.0,0.0,0.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.678,-95.0,0.0,0.0,0.0,0.0,-95.0,-95.0,0.0,0.0,9025.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-9.0,-3.9,-89.6667,11.0151,-86.2,9.7826,-88.6741,2.0,22.0,0.2,-85.2,7.4803,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
66897,ANCHOR_01,1,0.98,0.0,-89.0,-89.0,-89.0,-89.0,0.0,0.0,0.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.2612,-89.0,0.0,0.0,0.0,0.0,-89.0,-89.0,0.0,0.0,7921.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,-4.4,-93.6667,4.1633,-86.8,9.859,-88.7719,6.0,4.0,0.2,-86.3,7.1032,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
67897,ANCHOR_01,1,0.98,0.0,-89.0,-89.0,-89.0,-89.0,0.0,0.0,0.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.2612,-89.0,0.0,0.0,0.0,0.0,-89.0,-89.0,0.0,0.0,7921.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.6,-91.0,3.4641,-89.4,7.7974,-88.8403,0.0,-6.0,0.4,-87.3,6.6508,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
68897,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,6.0,4.6,-85.0,6.9282,-89.4,7.7974,-85.2882,12.0,12.0,0.2,-86.2,7.3907,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
69897,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.8,-81.0,6.9282,-85.4,8.0498,-82.8018,0.0,-12.0,0.4,-85.2,7.9274,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
70897,ANCHOR_01,1,0.98,0.0,-97.0,-97.0,-97.0,-97.0,0.0,0.0,0.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.1133,-97.0,0.0,0.0,0.0,0.0,-97.0,-97.0,0.0,0.0,9409.0,1.0,0.0,0.0,0.0,0.0,0.0,-20.0,-10.0,-0.4,-83.6667,11.547,-85.8,8.6718,-87.0612,-20.0,-20.0,0.4,-86.0,8.7178,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
71897,ANCHOR_01,1,0.98,0.0,-96.0,-96.0,-96.0,-96.0,0.0,0.0,0.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.8489,-96.0,0.0,0.0,0.0,0.0,-96.0,-96.0,0.0,0.0,9216.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.5,-3.4,-90.0,11.2694,-87.2,9.8082,-89.7429,1.0,21.0,0.6,-87.0,9.2736,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
72897,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,5.5,-3.7,-93.0,6.0828,-86.6,9.7622,-88.62,10.0,9.0,0.4,-88.0,8.4591,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
73897,ANCHOR_01,1,0.98,0.0,-88.0,-88.0,-88.0,-88.0,0.0,0.0,0.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.577,-88.0,0.0,0.0,0.0,0.0,-88.0,-88.0,0.0,0.0,7744.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,4.0,-1.1,-90.0,5.2915,-88.8,8.167,-88.434,-2.0,-12.0,0.4,-89.1,7.5344,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
74897,ANCHOR_01,1,0.98,0.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9433,3.9811,-78.0,0.0,0.0,0.0,0.0,-78.0,-78.0,0.0,0.0,6084.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,4.6,-84.0,5.2915,-89.0,7.8102,-85.3038,10.0,12.0,0.2,-87.2,7.7143,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
75897,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5,4.6,-81.0,6.0828,-85.0,7.8102,-82.8127,1.0,-9.0,0.4,-85.4,7.7917,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
76897,ANCHOR_01,1,0.98,0.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.7978,-91.0,0.0,0.0,0.0,0.0,-91.0,-91.0,0.0,0.0,8281.0,1.0,0.0,0.0,0.0,0.0,0.0,-14.0,-6.5,0.1,-82.0,7.8102,-84.0,6.2048,-85.2689,-14.0,-15.0,0.2,-85.6,7.919,0.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
77897,ANCHOR_01,1,0.98,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,-90.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,0.0,8100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-6.5,-1.7,-86.0,7.8102,-84.8,6.7602,-86.6882,1.0,15.0,0.4,-85.7,7.9729,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
79897,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,-2.7,-88.6667,3.2146,-84.2,6.5345,-86.1817,2.5,1.5,0.4,-86.5,7.3824,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
81897,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,-85.0,5.0,-84.6,6.1074,-84.3272,2.5,0.0,0.4,-86.8,7.0048,0.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
82897,ANCHOR_01,1,0.98,0.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.7978,-91.0,0.0,0.0,0.0,0.0,-91.0,-91.0,0.0,0.0,8281.0,1.0,0.0,0.0,0.0,0.0,0.0,-11.0,-3.0,1.0,-85.3333,5.5076,-87.4,4.827,-86.3291,-11.0,-13.5,0.2,-86.2,6.2503,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
83897,ANCHOR_01,1,0.98,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,-90.0,0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,0.0,8100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-5.0,-0.6,-87.0,6.0828,-87.2,4.6583,-87.4303,1.0,12.0,0.4,-85.6,5.4406,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
85897,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,-1.4,-89.3333,2.0817,-86.6,4.3932,-87.3012,1.5,0.5,0.2,-85.7,5.4579,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
86897,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.8,-87.6667,2.0817,-86.8,4.3243,-86.9109,1.0,-0.5,0.4,-85.5,5.4006,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
87897,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.5,2.6,-84.3333,3.7859,-86.8,4.3243,-84.8376,6.0,5.0,0.4,-85.7,5.1218,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
88897,ANCHOR_01,1,0.98,0.0,-95.0,-95.0,-95.0,-95.0,0.0,0.0,0.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.678,-95.0,0.0,0.0,0.0,0.0,-95.0,-95.0,0.0,0.0,9025.0,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,-4.5,-0.3,-87.0,7.5498,-87.6,5.5045,-87.8863,-15.0,-21.0,0.4,-87.5,4.8819,0.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
89897,ANCHOR_01,1,0.98,0.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,-91.0,-91.0,-91.0,-91.0,-91.0,-91.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.7978,-91.0,0.0,0.0,0.0,0.0,-91.0,-91.0,0.0,0.0,8281.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-5.5,-1.7,-88.6667,7.7675,-87.8,5.6303,-88.8204,4.0,19.0,0.2,-87.5,4.8819,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
90897,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,-1.3,-91.0,4.0,-87.8,5.6303,-88.2743,4.0,0.0,0.2,-87.2,4.8028,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
91897,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.6,-88.3333,2.3094,-88.0,5.5678,-87.892,0.0,-4.0,0.2,-87.4,4.7422,-1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
93897,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.5,3.4,-84.6667,4.0415,-88.0,5.5678,-85.5244,3.5,3.5,0.2,-87.4,4.7422,1.0,100000.0,3.0,0.0,No,None,stationary,dataset_2026-07-31_014443.csv
5757,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0,-70.0,0.0,-70.0,0.0,0.0,1.0,-70.0,0.0,0.0,100000.0,0.5,0.0,No,None,stationary,dataset_2026-07-31_210438.csv
6757,ANCHOR_01,1,0.98,0.0,-66.0,-66.0,-66.0,-66.0,0.0,0.0,0.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9953,1.5849,-66.0,0.0,0.0,0.0,0.0,-66.0,-66.0,0.0,0.0,4356.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,-68.0,2.8284,-68.0,2.8284,-68.8,4.0,4.0,0.5,-68.0,2.8284,1.0,100000.0,0.5,0.0,No,None,stationary,dataset_2026-07-31_210438.csv
7757,ANCHOR_01,1,0.98,0.0,-67.0,-67.0,-67.0,-67.0,0.0,0.0,0.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2387,1.7113,-67.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,0.0,4489.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.5,1.5,-67.6667,2.0817,-67.6667,2.0817,-68.26,-1.0,-5.0,0.6667,-67.6667,2.0817,1.0,100000.0,0.5,0.0,No,None,stationary,dataset_2026-07-31_210438.csv
9757,ANCHOR_01,1,0.98,0.0,-66.0,-66.0,-66.0,-66.0,0.0,0.0,0.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9953,1.5849,-66.0,0.0,0.0,0.0,0.0,-66.0,-66.0,0.0,0.0,4356.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,1.1,-66.3333,0.5774,-67.25,1.893,-67.582,0.5,1.5,0.75,-67.25,1.893,1.0,100000.0,0.5,0.0,No,None,stationary,dataset_2026-07-31_210438.csv
