timestamp,anchor,mac,rssi,name,distance_m,obstacle,obstacle_type,height_m,motion,duplicate_candidate
206937,ANCHOR_01,52:06:26:03:01:DA,-57,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
207937,ANCHOR_01,52:06:26:03:01:DA,-57,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
208957,ANCHOR_01,52:06:26:03:01:DA,-64,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
209947,ANCHOR_01,52:06:26:03:01:DA,-65,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
210947,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
211957,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
212957,ANCHOR_01,52:06:26:03:01:DA,-57,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
213967,ANCHOR_01,52:06:26:03:01:DA,-57,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
214987,ANCHOR_01,52:06:26:03:01:DA,-63,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
215977,ANCHOR_01,52:06:26:03:01:DA,-63,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
216987,ANCHOR_01,52:06:26:03:01:DA,-58,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.7,No,None,0.0,stationary,False
