timestamp,anchor,mac,rssi,name,distance_m,obstacle,obstacle_type,height_m,motion
1524967,ANCHOR_01,52:06:26:03:01:DA,-91,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1525947,ANCHOR_01,52:06:26:03:01:DA,-90,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1526977,ANCHOR_01,52:06:26:03:01:DA,-88,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1527967,ANCHOR_01,52:06:26:03:01:DA,-84,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1528987,ANCHOR_01,52:06:26:03:01:DA,-90,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1529977,ANCHOR_01,52:06:26:03:01:DA,-86,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1530997,ANCHOR_01,52:06:26:03:01:DA,-86,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1533007,ANCHOR_01,52:06:26:03:01:DA,-74,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1534027,ANCHOR_01,52:06:26:03:01:DA,-75,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1535017,ANCHOR_01,52:06:26:03:01:DA,-72,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1536007,ANCHOR_01,52:06:26:03:01:DA,-65,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1537027,ANCHOR_01,52:06:26:03:01:DA,-75,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1538017,ANCHOR_01,52:06:26:03:01:DA,-68,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1539017,ANCHOR_01,52:06:26:03:01:DA,-46,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1540027,ANCHOR_01,52:06:26:03:01:DA,-24,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1541047,ANCHOR_01,52:06:26:03:01:DA,-15,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1542037,ANCHOR_01,52:06:26:03:01:DA,-15,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
1543027,ANCHOR_01,52:06:26:03:01:DA,-15,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,5.29,No,None,0.0,approaching
