timestamp,anchor,mac,rssi,name,distance_m,obstacle,obstacle_type,height_m,motion,duplicate_candidate
1500417,ANCHOR_01,52:06:26:03:01:DA,-65,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1501417,ANCHOR_01,52:06:26:03:01:DA,-68,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1502427,ANCHOR_01,52:06:26:03:01:DA,-62,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1503427,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1504437,ANCHOR_01,52:06:26:03:01:DA,-62,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1505437,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1506457,ANCHOR_01,52:06:26:03:01:DA,-66,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1507447,ANCHOR_01,52:06:26:03:01:DA,-66,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1508457,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1509477,ANCHOR_01,52:06:26:03:01:DA,-59,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1510477,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1511477,ANCHOR_01,52:06:26:03:01:DA,-67,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1512487,ANCHOR_01,52:06:26:03:01:DA,-67,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1513497,ANCHOR_01,52:06:26:03:01:DA,-61,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1514497,ANCHOR_01,52:06:26:03:01:DA,-61,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1515507,ANCHOR_01,52:06:26:03:01:DA,-61,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1516507,ANCHOR_01,52:06:26:03:01:DA,-60,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1517507,ANCHOR_01,52:06:26:03:01:DA,-67,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1518517,ANCHOR_01,52:06:26:03:01:DA,-68,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1520527,ANCHOR_01,52:06:26:03:01:DA,-61,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1521537,ANCHOR_01,52:06:26:03:01:DA,-61,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1522537,ANCHOR_01,52:06:26:03:01:DA,-61,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1523547,ANCHOR_01,52:06:26:03:01:DA,-68,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1524547,ANCHOR_01,52:06:26:03:01:DA,-67,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
1525567,ANCHOR_01,52:06:26:03:01:DA,-62,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.6,Yes,phone,0.0,stationary,False
