timestamp,anchor,mac,rssi,name,distance_m,obstacle,obstacle_type,height_m,motion,duplicate_candidate
57197,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
58207,ANCHOR_01,52:06:26:03:01:DA,-51,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
59207,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
60217,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
62217,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
64237,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
65227,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
66247,ANCHOR_01,52:06:26:03:01:DA,-53,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
68247,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
69247,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
70257,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
71257,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
73277,ANCHOR_01,52:06:26:03:01:DA,-48,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
74287,ANCHOR_01,52:06:26:03:01:DA,-48,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
75287,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
76297,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
78307,ANCHOR_01,52:06:26:03:01:DA,-53,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
80307,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
81307,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
82327,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
83317,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
84337,ANCHOR_01,52:06:26:03:01:DA,-52,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
85327,ANCHOR_01,52:06:26:03:01:DA,-51,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
86327,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
88347,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
89347,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
90337,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
91357,ANCHOR_01,52:06:26:03:01:DA,-53,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
92347,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
93347,ANCHOR_01,52:06:26:03:01:DA,-48,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
94347,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
95377,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
96367,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
98377,ANCHOR_01,52:06:26:03:01:DA,-53,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
99387,ANCHOR_01,52:06:26:03:01:DA,-51,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
100387,ANCHOR_01,52:06:26:03:01:DA,-48,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
101377,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
102397,ANCHOR_01,52:06:26:03:01:DA,-51,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
103417,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
104407,ANCHOR_01,52:06:26:03:01:DA,-53,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
105407,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
106407,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
107437,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
108417,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
109427,ANCHOR_01,52:06:26:03:01:DA,-53,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
110427,ANCHOR_01,52:06:26:03:01:DA,-51,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
112437,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
113437,ANCHOR_01,52:06:26:03:01:DA,-48,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
114457,ANCHOR_01,52:06:26:03:01:DA,-51,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
116467,ANCHOR_01,52:06:26:03:01:DA,-54,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
118467,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
119477,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
120487,ANCHOR_01,52:06:26:03:01:DA,-49,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
121487,ANCHOR_01,52:06:26:03:01:DA,-50,MFG_4C000215FDA50693A4E24FB1AFCFC6EB0764782500010002D8,0.5,No,None,0.0,stationary,False
